timestamp_ms,5161,5059,5259,4159,4556
1383260400000,379.9729291917139,537.5705632731568,827.3596686993851,224.80852830674795,1134.638940027693
1383261000000,371.12271251065295,646.5690609927263,910.6937199109072,183.50499929976112,983.8562750129745
1383261600000,429.2979113328572,569.7823894149008,956.4217814879389,204.4313037101788,998.1107290175296
1383262200000,350.1842235347713,800.5995938110166,963.7445554803165,212.37404792990992,962.9542487565352
1383262800000,268.586832125916,517.0684617439194,1111.3769213432931,195.76800548369354,935.7821674616828
1383263400000,326.7263460349055,477.7613667059388,1012.7862256375226,211.86059442100296,982.6595843051794
1383264000000,212.33277565883307,379.63204718954523,1245.4918888155196,218.1139469043621,1101.1824801811952
1383264600000,231.6425468029764,397.060331368628,1413.1166087276113,261.6892720272926,833.3837128355423
1383265200000,187.80206647684258,476.52263690898167,1266.9305530569347,175.9337486761738,886.5670675638752
1383265800000,234.23739641221422,374.66136312416774,1525.6466653018233,204.93506434449225,871.991632425194
1383266400000,174.65264236154763,434.9129749786182,1521.9749629884748,175.95896999559642,823.791835003527
1383267000000,163.1664985975237,448.42147103960747,1688.7419751504144,188.50415024481177,678.2002623790554
1383267600000,146.73100119500438,484.00492380934475,1575.9579621390176,185.85257061167098,656.9649905379333
1383268200000,160.21447356819374,422.2342062692794,1762.911531460264,210.17011577574,611.1990669210435
1383268800000,131.28262078002348,288.6711755082396,1648.003218943381,193.3480266664141,559.6663723076556
1383269400000,140.6781084266994,348.65748178083845,1608.8467150560489,181.34714894709504,482.2321707438439
1383270000000,172.02359591669088,323.8992313793861,1589.5709162145831,193.03419015019605,471.7717690872756
1383270600000,166.286928434897,313.33117140819934,1569.25467206619,179.21008087587057,498.20412692955426
1383271200000,126.67621472437378,332.443667700323,1389.656017039424,178.50422483152323,431.7433220236258
1383271800000,137.79110640129556,292.0334901000074,1268.3901039844445,213.55556591794704,385.0247728116806
1383272400000,160.20483955500328,301.4626013547085,1217.521477172186,206.81059565516483,366.2133722128141
1383273000000,128.46296777718828,272.7839161523222,1211.9305491231155,175.171556128166,366.9894998265232
1383273600000,125.33731147010089,318.35784400579917,1166.6082899475011,197.0337810853563,335.1528882997679
1383274200000,135.88808959270202,340.5721061353228,881.8939250159701,168.9722653708675,369.9798349947114
1383274800000,116.5369580988993,369.6454951916883,1009.5593911860208,164.46248493091508,388.4383870546635
1383275400000,111.605622657214,374.7992471089032,844.233096578645,159.40231739365186,471.3931160615992
1383276000000,130.7571766711171,319.53135501859765,676.7103591642522,169.21748032280618,528.7848098279388
1383276600000,104.8800312873827,333.40399520513444,604.2096915754598,149.31512228591387,341.8715630712652
1383277200000,123.73363103735524,423.83398648157896,532.7076497379562,168.9284409194055,313.7340574360422
1383277800000,133.8250283793001,390.142972300135,388.7337927213569,155.4542545646556,322.8674603960002
1383278400000,115.54979032786247,359.74017737543454,377.35848186062503,155.57454674244843,267.0725547234573
1383279000000,144.48618746517806,537.681777433354,354.4374033283017,199.3812159972121,289.00075201749735
1383279600000,169.00013975308477,393.0927404371733,282.0601173036665,148.11186800787155,272.8438267800327
1383280200000,107.00769885772549,310.29719995432475,329.7596461853419,144.12644903179634,258.15278986632165
1383280800000,122.13528102933856,359.421464482135,305.13315722768954,159.81219572620466,268.25167789836183
1383281400000,134.75922606375954,305.1925342255755,245.49110937755503,138.16702676112914,357.46078889817494
1383282000000,173.82527561601705,256.59503879331885,303.6920272787049,137.1156885064915,276.9675492232674
1383282600000,147.94203121438306,309.86120985868865,305.65522892552366,148.21375423674272,313.5608813568017
1383283200000,169.00838707612735,321.78777576936494,291.6763066501305,141.27867029184154,271.55116112694714
1383283800000,165.7058096656143,281.580359131854,340.0435593212783,125.01498495377064,219.0280255683988
1383284400000,186.68496448811916,404.77636954366983,290.4818659230341,165.1919242261988,231.2591771946689
1383285000000,201.17187495348233,385.59056660007747,253.12098170122803,122.05549579481914,256.45449611861756
1383285600000,167.5836312630628,337.1804307353507,311.1192150703353,126.15568938604328,237.1268414333497
1383286200000,168.1304041012753,423.5797133599112,276.5036709820314,130.98770091058577,257.8877692564804
1383286800000,200.6680487544855,342.8567569556068,274.3388633325495,127.05453993437531,239.2689601660921
1383287400000,167.8662968823141,335.73320906541556,344.76418933859827,136.4910446722749,263.23045150601143
1383288000000,238.3429399183679,381.9016728454743,304.405664391781,128.79323792226856,256.3289666526016
1383288600000,249.75130138675252,472.89987180962567,307.05287453313866,122.93590160321992,238.8011352443381
1383289200000,213.69227616066053,329.746776446057,367.63687035388295,120.78218154490494,236.35064010769383
1383289800000,190.54874794102577,586.0889411560966,348.60141500752565,128.9883047923542,254.98524903678467
1383290400000,187.94546493464304,350.8416066632614,327.2531672723047,147.39430947555798,256.96996765359626
1383291000000,240.9163997750647,386.42944623339315,395.89734002184645,134.18337613275207,278.4198833705724
1383291600000,279.9439120031856,476.6365233825536,371.1432095275173,131.78538395078715,311.12326841298847
1383292200000,240.4326346191232,413.9610803919814,383.7160268880299,134.8739931874313,321.21835657462645
1383292800000,221.8019504786959,442.7057704576065,447.03435764538824,139.11930685640115,309.41809998966284
1383293400000,345.1307678780632,713.6058240360064,385.34406089006836,131.35842218283173,328.5327419642983
1383294000000,372.860488720907,476.8232810313213,393.8728073682598,147.19933492399431,353.39431345999003
1383294600000,319.38910462426674,441.2244032032707,516.5175638714713,139.27962972907565,312.78586892445594
1383295200000,392.9983775819267,577.6403479275313,407.8069946542023,153.12152214440798,363.09974026051384
1383295800000,638.4057158248958,690.4192593579231,446.68171572834706,148.70712933288644,410.04503090406814
1383296400000,548.570737889031,544.6684829469795,529.4836438393527,175.84049058188327,459.8394205937166
1383297000000,666.204575193382,672.8502671337566,469.87892566287246,219.75518095525285,577.6692338575823
1383297600000,697.6888099256175,780.472272774077,361.9683065161039,136.86684025479562,536.707295920266
1383298200000,1243.952189965434,971.0475890399317,491.75814858979095,142.26684106400432,510.8029081799441
1383298800000,1068.3010920031124,952.6301265391737,456.5615557004841,142.7029117244981,552.4120486507856
1383299400000,1035.5773846242341,933.7699701119617,398.7239020525886,127.4021723310014,507.72070460564726
1383300000000,1538.4137829883953,1161.3164940375407,545.8695286947801,159.06220377053893,460.1858096081712
1383300600000,1318.7714627107387,1695.2256989138225,451.5184215080377,207.25901086951475,478.87440112644555
1383301200000,1688.3177517405081,1426.2942203844198,683.1184772234059,177.9711285283767,367.3245641013063
1383301800000,2154.8177155790345,1730.5566234988125,521.7628263873527,180.69073968972376,422.99635286488916
